linearity,leniency,index,performance
10,19,2,0.3571428571428571
9,20,0,0.4285714285714286
9,20,1,0.4285714285714286
9,20,2,0.4285714285714286
21,13,0,0.0
21,13,1,0.0
21,13,2,0.3928571428571429
1,21,0,0.5714285714285714
1,21,1,0.5714285714285714
1,21,2,0.5714285714285714
21,14,0,0.0
21,14,1,0.0
21,14,2,0.3571428571428571
22,4,0,0.0
22,4,1,0.0
22,4,2,0.0
20,14,0,0.0
20,14,1,0.0
20,14,2,0.4285714285714286
22,13,0,0.0
22,13,1,0.0
22,13,2,0.4285714285714286
23,7,0,0.9642857142857143
23,7,1,0.9642857142857143
23,7,2,0.9642857142857143
0,21,0,0.2142857142857143
0,21,1,0.2142857142857143
0,21,2,0.75
2,23,0,0.5714285714285714
2,23,1,0.5714285714285714
2,23,2,0.5714285714285714
21,15,0,0.3928571428571429
21,15,1,0.3928571428571429
21,15,2,0.4285714285714286
22,3,0,0.0
22,3,1,0.0
22,3,2,0.0
5,21,0,0.0
5,21,1,0.0
5,21,2,0.5
18,16,0,0.3214285714285714
18,16,1,0.3214285714285714
18,16,2,0.3214285714285714
20,15,0,0.0
20,15,1,0.0
20,15,2,0.2857142857142857
19,16,0,0.0
19,16,1,0.0
19,16,2,0.4285714285714286
23,11,0,0.3214285714285714
23,11,1,0.4285714285714286
23,11,2,0.4285714285714286
23,12,0,0.0
23,12,1,0.0
23,12,2,0.3214285714285714
13,18,0,0.3214285714285714
13,18,1,0.3214285714285714
13,18,2,0.3214285714285714
1,22,0,0.5714285714285714
1,22,1,0.5714285714285714
1,22,2,0.5714285714285714
22,14,0,0.0
22,14,1,0.3571428571428571
22,14,2,0.3571428571428571
23,14,0,0.0
6,21,0,0.5
7,21,0,0.5
7,21,1,0.5
7,21,2,0.5
23,13,0,0.3571428571428571
