density,leniency,index,performance
11,5,2,0.5357142857142857
15,5,0,0.0
15,5,1,0.0
15,5,2,0.4285714285714286
14,0,0,0.0
14,0,1,0.0
14,0,2,0.6428571428571428
18,3,0,0.0
18,3,1,0.0
18,3,2,0.1071428571428571
40,11,0,0.0
40,11,1,0.0
40,11,2,0.7857142857142857
36,9,0,0.0
36,9,1,0.0
36,9,2,0.8214285714285714
17,4,0,0.0
17,4,1,0.0
17,4,2,0.5357142857142857
7,5,0,0.0
7,5,1,0.0
7,5,2,0.6071428571428572
18,5,0,0.0
18,5,1,0.0
18,5,2,0.6785714285714286
6,8,0,0.0
6,8,1,0.0
6,8,2,0.7142857142857143
34,4,0,0.0
34,4,1,0.0
34,4,2,0.7857142857142857
19,3,0,0.0
19,3,1,0.0
19,3,2,0.5714285714285714
30,0,0,0.0
30,0,1,0.0
30,0,2,0.8214285714285714
10,4,0,0.0
10,4,1,0.0
10,4,2,0.6785714285714286
40,6,0,0.0
40,6,1,0.0
40,6,2,0.8214285714285714
8,0,0,0.0
8,0,1,0.0
8,0,2,0.4642857142857143
16,6,0,0.0
16,6,1,0.0
16,6,2,0.6785714285714286
32,5,0,0.0
32,5,1,0.0
32,5,2,0.7857142857142857
18,0,0,0.0
18,0,1,0.0
18,0,2,0.8214285714285714
6,5,0,0.0
6,5,1,0.0
6,5,2,0.5714285714285714
29,0,0,0.0
29,0,1,0.0
29,0,2,0.4642857142857143
22,7,0,0.0
22,7,1,0.0
22,7,2,0.8214285714285714
26,1,0,0.0
26,1,1,0.0
26,1,2,0.8214285714285714
37,7,0,0.0
37,7,1,0.0
37,7,2,0.6428571428571428
28,0,0,0.0
28,0,1,0.0
28,0,2,0.6785714285714286
24,6,0,0.0
24,6,1,0.0
24,6,2,0.7142857142857143
21,7,0,0.0
21,7,1,0.0
21,7,2,0.7142857142857143
21,1,0,0.0
21,1,1,0.0
21,1,2,0.75
18,6,0,0.0
18,6,1,0.0
18,6,2,0.2857142857142857
23,5,0,0.0
23,5,1,0.0
23,5,2,0.6428571428571428
25,5,0,0.0
25,5,1,0.0
25,5,2,0.25
34,2,0,0.0
34,2,1,0.0
34,2,2,0.8214285714285714
26,6,0,0.0
26,6,1,0.0
26,6,2,0.7142857142857143
25,10,0,0.0
25,10,1,0.0
25,10,2,0.4285714285714286
29,4,0,0.0
29,4,1,0.0
29,4,2,0.4642857142857143
28,8,0,0.0
28,8,1,0.0
28,8,2,0.7142857142857143
32,2,0,0.0
32,2,1,0.0
32,2,2,0.1785714285714286
33,5,0,0.0
33,5,1,0.0
33,5,2,0.7142857142857143
25,0,0,0.0
25,0,1,0.0
25,0,2,0.5714285714285714
6,3,0,0.0
6,3,1,0.0
6,3,2,0.7142857142857143
30,3,0,0.0
30,3,1,0.0
30,3,2,0.6785714285714286
35,1,0,0.0
35,1,1,0.0
35,1,2,0.6428571428571428
30,9,0,0.0
30,9,1,0.0
30,9,2,0.6785714285714286
32,3,0,0.0
32,3,1,0.0
32,3,2,0.6428571428571428
19,12,0,0.0
19,12,1,0.0
19,12,2,0.8214285714285714
28,10,0,0.0
28,10,1,0.0
28,10,2,0.8214285714285714
8,6,0,0.0
8,6,1,0.0
8,6,2,0.6785714285714286
9,1,0,0.0
9,1,1,0.0
9,1,2,0.8214285714285714
5,6,0,0.0
5,6,1,0.0
5,6,2,0.6785714285714286
32,8,0,0.0
32,8,1,0.0
32,8,2,0.7857142857142857
31,4,0,0.0
31,4,1,0.0
31,4,2,0.25
14,6,0,0.0
14,6,1,0.0
14,6,2,0.25
16,8,0,0.0
16,8,1,0.0
16,8,2,0.5357142857142857
28,11,0,0.0
28,11,1,0.0
28,11,2,0.5
21,10,0,0.0
21,10,1,0.0
21,10,2,0.6428571428571428
17,2,0,0.0
17,2,1,0.0
17,2,2,0.8214285714285714
30,8,0,0.0
30,8,1,0.0
30,8,2,0.8214285714285714
31,6,0,0.0
31,6,1,0.0
31,6,2,0.75
37,6,0,0.0
37,6,1,0.0
37,6,2,0.6071428571428572
29,2,0,0.0
29,2,1,0.0
29,2,2,0.6071428571428572
13,7,0,0.0
13,7,1,0.0
13,7,2,0.5357142857142857
28,4,0,0.0
28,4,1,0.0
28,4,2,0.8214285714285714
3,5,0,0.0
3,5,1,0.0
3,5,2,0.7142857142857143
21,9,0,0.0
21,9,1,0.0
