density,leniency,index,performance
6,2,1,0.0
6,2,2,1.6785714285714286
13,0,0,0.0
13,0,1,0.0
13,0,2,0.8214285714285714
28,2,0,0.0
28,2,1,0.0
28,2,2,0.3571428571428571
18,4,0,0.0
18,4,1,0.0
18,4,2,1.5357142857142856
14,4,0,0.0
14,4,1,0.0
14,4,2,2.071428571428571
27,7,0,0.0
27,7,1,0.0
27,7,2,3.75
12,3,0,0.0
12,3,1,0.0
12,3,2,0.5357142857142857
33,2,0,0.0
33,2,1,0.3214285714285714
33,2,2,0.75
16,5,0,0.0
16,5,1,0.0
16,5,2,0.5
20,9,0,0.0
20,9,1,0.0
20,9,2,2.8214285714285716
29,3,0,0.0
29,3,1,0.0
29,3,2,1.4285714285714286
31,7,0,0.0
31,7,1,0.0
31,7,2,2.8214285714285716
12,0,0,0.0
12,0,1,0.0
12,0,2,0.6785714285714286
11,8,0,0.0
11,8,1,0.0
11,8,2,1.75
33,1,0,0.0714285714285714
33,1,1,0.1785714285714286
33,1,2,3.392857142857143
26,7,0,0.0
26,7,1,0.0
26,7,2,5.5
25,3,0,0.0
25,3,1,0.0
25,3,2,0.7857142857142857
28,1,0,0.0
28,1,1,0.0
28,1,2,1.2142857142857144
17,3,0,0.0
17,3,1,0.0
17,3,2,0.5357142857142857
30,6,0,0.0
30,6,1,0.0
30,6,2,1.7857142857142858
6,0,0,0.0
6,0,1,0.0
6,0,2,0.25
11,2,0,0.0
11,2,1,0.0
11,2,2,0.6428571428571428
33,3,0,0.0
33,3,1,0.0
33,3,2,0.6785714285714286
9,6,0,0.0
9,6,1,0.0
9,6,2,0.8214285714285714
25,6,0,0.0
25,6,1,0.0
25,6,2,0.6071428571428572
40,0,0,0.8214285714285714
40,0,1,0.8214285714285714
40,0,2,0.8214285714285714
15,0,0,0.0
15,0,1,0.0
15,0,2,0.6428571428571428
25,1,0,0.0
25,1,1,0.0
25,1,2,3.7142857142857144
23,4,0,0.0
23,4,1,0.0
23,4,2,0.25
7,1,0,0.0
7,1,1,0.0
7,1,2,1.0
6,4,0,0.0
6,4,1,0.0
6,4,2,0.8214285714285714
23,3,0,0.0
23,3,1,0.0
23,3,2,3.4642857142857144
26,8,0,0.0
26,8,1,0.0
26,8,2,1.8214285714285714
24,5,0,0.0
24,5,1,0.0
24,5,2,0.7142857142857143
19,2,0,0.0
19,2,1,0.0
19,2,2,0.7142857142857143
29,6,0,0.0
29,6,1,0.0
29,6,2,1.0
32,6,0,0.0
32,6,1,0.0
32,6,2,2.75
17,1,0,0.0
17,1,1,0.0
17,1,2,1.7142857142857144
26,10,0,0.3928571428571429
26,10,1,0.3928571428571429
26,10,2,4.75
24,3,0,0.0
24,3,1,0.0
24,3,2,1.6785714285714286
7,2,0,0.0
7,2,1,0.0
7,2,2,1.0
15,2,0,0.0
15,2,1,0.0
15,2,2,0.8214285714285714
9,0,0,0.0
9,0,1,0.0
9,0,2,1.8214285714285714
10,2,0,0.0
10,2,1,0.0
10,2,2,2.107142857142857
27,1,0,0.0
27,1,1,0.0
27,1,2,0.8214285714285714
30,4,0,0.0
30,4,1,0.0
30,4,2,2.4642857142857144
33,6,0,0.0
33,6,1,0.0
33,6,2,2.5
15,4,0,0.0
15,4,1,0.0
15,4,2,0.4285714285714286
27,0,0,0.0
27,0,1,0.0
27,0,2,3.392857142857143
16,3,0,0.0
16,3,1,0.0
16,3,2,0.6071428571428572
17,0,0,0.0
17,0,1,0.0
17,0,2,2.8214285714285716
21,4,0,0.0
21,4,1,0.0
21,4,2,0.8214285714285714
31,5,0,0.0
31,5,1,0.0
31,5,2,0.7142857142857143
24,4,0,0.0
24,4,1,0.0
24,4,2,2.4642857142857144
31,8,0,0.0
31,8,1,0.0
31,8,2,1.7142857142857144
23,1,0,0.0
23,1,1,0.0
23,1,2,2.5
15,7,0,0.0
15,7,1,0.0
15,7,2,2.0
21,0,0,0.0
21,0,1,0.0
21,0,2,0.8214285714285714
13,5,0,0.0
13,5,1,0.0
13,5,2,3.5357142857142856
28,3,0,0.0
28,3,1,0.0
28,3,2,3.8214285714285716
22,6,0,0.0
22,6,1,0.0
22,6,2,1.3571428571428572
13,4,0,0.0
13,4,1,0.0
13,4,2,0.6428571428571428
18,9,0,0.0
18,9,1,0.0
18,9,2,2.8214285714285716
16,0,0,0.0
16,0,1,0.0
16,0,2,0.8214285714285714
12,5,0,0.0
12,5,1,0.0
12,5,2,2.7857142857142856
21,5,0,0.0
21,5,1,0.0
21,5,2,0.8214285714285714
5,1,0,0.0
5,1,1,0.0
5,1,2,1.8214285714285714
5,3,0,0.0
5,3,1,0.0
5,3,2,1.0714285714285714
10,6,0,0.0
10,6,1,0.0
10,6,2,2.6785714285714284
17,6,0,0.0
17,6,1,0.0
17,6,2,2.8214285714285716
11,0,0,0.0
11,0,1,0.0
11,0,2,1.8214285714285714
22,1,0,0.0
22,1,1,0.0
22,1,2,0.8214285714285714
27,5,0,0.0
27,5,1,0.0
27,5,2,2.5
5,5,0,0.0
5,5,1,0.0
5,5,2,1.7142857142857144
30,2,0,0.0
30,2,1,0.0
30,2,2,2.428571428571429
18,1,0,0.0
18,1,1,0.0
18,1,2,0.8214285714285714
20,6,0,0.0
20,6,1,0.0
20,6,2,2.071428571428571
20,12,0,0.0
20,12,1,0.1428571428571429
20,12,2,4.714285714285714
19,6,0,0.0
19,6,1,0.0
19,6,2,1.4642857142857144
11,5,0,0.0
11,5,1,0.0
11,5,2,1.8214285714285714
15,5,0,0.0
15,5,1,0.0
15,5,2,1.8214285714285714
14,0,0,0.0
14,0,1,0.0
14,0,2,1.5714285714285714
18,3,0,0.0
18,3,1,0.0
18,3,2,0.1071428571428571
40,11,0,0.5
40,11,1,0.5357142857142857
40,11,2,3.321428571428571
36,9,0,0.5357142857142857
36,9,1,0.5357142857142857
36,9,2,2.7142857142857144
17,4,0,0.0
17,4,1,0.0
17,4,2,0.5357142857142857
7,5,0,0.0
7,5,1,0.0
7,5,2,1.3928571428571428
18,5,0,0.0
18,5,1,0.0
18,5,2,1.6785714285714286
6,8,0,0.0
6,8,1,0.0
6,8,2,1.5357142857142856
34,4,0,0.0
34,4,1,0.0
34,4,2,1.7857142857142858
19,3,0,0.0
19,3,1,0.0
19,3,2,1.8214285714285714
30,0,0,0.0
30,0,1,0.0
30,0,2,1.8214285714285714
10,4,0,0.0
10,4,1,0.0
10,4,2,1.8214285714285714
40,6,0,0.4285714285714286
40,6,1,0.5714285714285714
40,6,2,2.321428571428571
8,0,0,0.0
8,0,1,0.0
8,0,2,1.4642857142857144
16,6,0,0.0
16,6,1,0.0
16,6,2,1.8214285714285714
32,5,0,0.0
32,5,1,0.0
32,5,2,1.5714285714285714
18,0,0,0.0
18,0,1,0.0
18,0,2,1.4285714285714286
6,5,0,0.0
6,5,1,0.0
6,5,2,0.8214285714285714
29,0,0,0.0
29,0,1,0.0
29,0,2,0.8214285714285714
22,7,0,0.0
22,7,1,0.0
22,7,2,1.75
26,1,0,0.0
26,1,1,0.0
26,1,2,4.678571428571429
37,7,0,0.0
37,7,1,0.3571428571428571
37,7,2,2.2142857142857144
28,0,0,0.0
28,0,1,0.0
28,0,2,1.0357142857142856
24,6,0,0.0
24,6,1,0.0
24,6,2,2.857142857142857
21,7,0,0.0
21,7,1,0.0
21,7,2,2.5
18,7,0,0.0
18,7,1,0.0
18,7,2,1.4642857142857144
30,8,0,0.0
30,8,1,0.0
30,8,2,2.6785714285714284
17,2,0,0.0
17,2,1,0.0
17,2,2,1.4285714285714286
25,5,0,0.0
25,5,1,0.0
25,5,2,1.4642857142857144
29,2,0,0.1785714285714286
29,2,1,0.1785714285714286
29,2,2,1.6785714285714286
34,3,0,0.0
34,3,1,0.0
34,3,2,3.2142857142857144
36,6,0,0.0
36,6,1,0.0
36,6,2,1.8214285714285714
36,3,0,0.0
36,3,1,0.0
36,3,2,1.8214285714285714
35,0,0,0.3214285714285714
35,0,1,0.6785714285714286
35,0,2,2.5
32,2,0,0.0
32,2,1,0.0357142857142857
32,2,2,4.178571428571429
15,9,0,0.0
15,9,1,0.0
15,9,2,3.5
34,2,0,0.1428571428571429
34,2,1,0.3214285714285714
34,2,2,2.607142857142857
38,5,0,0.0
38,5,1,0.0
38,5,2,3.357142857142857
15,10,0,0.0
15,10,1,0.0
15,10,2,2.8214285714285716
19,5,0,0.0
19,5,1,0.0
19,5,2,1.7142857142857144
21,1,0,0.0
21,1,1,0.0
21,1,2,1.5357142857142856
8,4,0,0.0
8,4,1,0.0
8,4,2,1.7857142857142858
29,4,0,0.0
29,4,1,0.0
29,4,2,2.7142857142857144
34,8,0,0.0
34,8,1,0.3571428571428571
34,8,2,5.285714285714286
18,6,0,0.0
18,6,1,0.0
18,6,2,1.6785714285714286
20,11,0,0.0
20,11,1,0.0
20,11,2,3.8214285714285716
38,7,0,0.3571428571428571
38,7,1,0.3571428571428571
38,7,2,1.7142857142857144
27,12,0,0.4642857142857143
27,12,1,0.5
27,12,2,3.5
29,7,0,0.0
29,7,1,0.0
29,7,2,3.8214285714285716
9,1,0,0.0
9,1,1,0.0
9,1,2,1.6785714285714286
5,6,0,0.0
5,6,1,0.0
5,6,2,1.6428571428571428
32,8,0,0.0
32,8,1,0.0
32,8,2,3.7142857142857144
28,11,0,0.4285714285714286
28,11,1,0.5
28,11,2,3.0
34,0,0,0.3214285714285714
34,0,1,0.3214285714285714
34,0,2,2.5
25,7,0,0.0
25,7,1,0.0
25,7,2,3.0
22,8,0,0.0
22,8,1,0.0
22,8,2,3.7142857142857144
29,1,0,0.0
29,1,1,0.0
29,1,2,2.5
28,4,0,0.0
28,4,1,0.0
28,4,2,5.571428571428571
36,2,0,0.3571428571428571
36,2,1,0.3571428571428571
36,2,2,3.5714285714285716
23,9,0,0.0
23,9,1,0.0
23,9,2,1.75
17,9,0,0.0
17,9,1,0.0
17,9,2,3.8214285714285716
11,9,0,0.0
11,9,1,0.0
11,9,2,1.8214285714285714
7,7,0,0.0
7,7,1,0.0
7,7,2,0.6428571428571428
7,4,0,0.0
7,4,1,0.0
7,4,2,0.7857142857142857
24,7,0,0.0
24,7,1,0.0
24,7,2,3.2857142857142856
19,8,0,0.0
19,8,1,0.0
19,8,2,2.8214285714285716
29,8,0,0.0
29,8,1,0.0
29,8,2,3.642857142857143
36,5,0,0.1428571428571429
36,5,1,0.25
36,5,2,3.892857142857143
40,5,0,0.3214285714285714
40,5,1,0.3214285714285714
40,5,2,2.8214285714285716
33,10,0,0.3214285714285714
33,10,1,0.5
33,10,2,4.714285714285714
5,7,0,0.0
5,7,1,0.0
5,7,2,2.5357142857142856
7,6,0,0.0
7,6,1,0.0
7,6,2,1.6785714285714286
23,13,0,0.4285714285714286
23,13,1,0.4285714285714286
23,13,2,2.8214285714285716
8,6,0,0.0
8,6,1,0.0
8,6,2,0.4642857142857143
35,7,0,0.0
35,7,1,0.3571428571428571
35,7,2,2.75
35,1,0,0.3571428571428571
35,1,1,0.3571428571428571
35,1,2,2.75
18,11,0,0.0
18,11,1,0.0
18,11,2,8.678571428571429
34,5,0,0.0
34,5,1,0.0
34,5,2,2.4642857142857144
26,6,0,0.0
26,6,1,0.1428571428571429
26,6,2,2.857142857142857
32,9,0,0.3571428571428571
32,9,1,0.3571428571428571
32,9,2,3.75
28,8,0,0.0
28,8,1,0.0
28,8,2,3.6785714285714284
10,7,0,0.0
10,7,1,0.0
10,7,2,1.5357142857142856
20,0,0,0.0
20,0,1,0.0
20,0,2,2.428571428571429
6,6,0,0.0
6,6,1,0.0
6,6,2,2.5357142857142856
21,11,0,0.25
21,11,1,0.25
21,11,2,2.5357142857142856
36,8,0,0.0
36,8,1,0.0
36,8,2,3.392857142857143
14,10,0,0.0
14,10,1,0.0
14,10,2,8.571428571428571
32,4,0,0.0
32,4,1,0.2142857142857143
32,4,2,3.8214285714285716
35,5,0,0.0
35,5,1,0.0
35,5,2,1.7857142857142858
37,11,0,0.8214285714285714
37,11,1,0.8214285714285714
37,11,2,6.678571428571429
12,9,0,0.0
12,9,1,0.0
12,9,2,2.8214285714285716
33,5,0,0.0
33,5,1,0.0
33,5,2,1.7857142857142858
32,3,0,0.0
32,3,1,0.0
32,3,2,2.0
29,14,0,0.5
29,14,1,0.5
29,14,2,5.821428571428571
28,12,0,0.5
28,12,1,0.5
28,12,2,3.8214285714285716
29,5,0,0.0
29,5,1,0.0
29,5,2,3.6785714285714284
25,8,0,0.0
25,8,1,0.0
25,8,2,2.321428571428571
30,7,0,0.0
30,7,1,0.0
30,7,2,3.7142857142857144
23,5,0,0.0
23,5,1,0.0
23,5,2,1.5
22,11,0,0.0
22,11,1,0.1071428571428571
22,11,2,5.5
26,0,0,0.0
26,0,1,0.0
26,0,2,1.4642857142857144
33,8,0,0.0
33,8,1,0.0
33,8,2,3.5
30,5,0,0.0
30,5,1,0.0
30,5,2,4.0
14,9,0,0.0
14,9,1,0.0
14,9,2,3.357142857142857
31,1,0,0.0
31,1,1,0.0
31,1,2,1.8214285714285714
37,15,0,2.2857142857142856
37,15,1,2.2857142857142856
37,15,2,3.5
13,7,0,0.0
13,7,1,0.0
13,7,2,2.5714285714285716
9,10,0,0.0
9,10,1,0.0
9,10,2,1.8214285714285714
35,6,0,0.0
35,6,1,0.0
35,6,2,2.6785714285714284
23,10,0,0.1428571428571429
23,10,1,0.25
23,10,2,7.678571428571429
33,0,0,0.0
33,0,1,0.3214285714285714
33,0,2,2.5
32,13,0,0.5
32,13,1,0.5
32,13,2,1.7142857142857144
25,0,0,0.0
25,0,1,0.0
25,0,2,1.8214285714285714
12,7,0,0.0
12,7,1,0.0
12,7,2,3.75
12,11,0,0.0
12,11,1,0.0
12,11,2,4.821428571428571
13,8,0,0.0
13,8,1,0.0
13,8,2,2.428571428571429
31,6,0,0.0
31,6,1,0.0
31,6,2,1.7857142857142858
20,10,0,0.0
20,10,1,0.0
20,10,2,3.5357142857142856
12,13,0,0.3928571428571429
12,13,1,0.3928571428571429
12,13,2,7.571428571428571
35,15,0,1.5
35,15,1,1.5
35,15,2,5.5
21,12,0,0.25
21,12,1,0.3571428571428571
21,12,2,5.821428571428571
15,8,0,0.0
15,8,1,0.0
15,8,2,2.25
27,6,0,0.0
27,6,1,0.0
27,6,2,3.6785714285714284
27,11,0,0.5
27,11,1,0.5
27,11,2,4.464285714285714
22,10,0,0.0
22,10,1,0.0
22,10,2,4.357142857142857
37,2,0,0.0
37,2,1,0.1428571428571429
37,2,2,2.428571428571429
8,5,0,0.0
8,5,1,0.0
8,5,2,1.6071428571428572
32,12,0,1.0
32,12,1,1.25
32,12,2,3.7142857142857144
6,7,0,0.0
6,7,1,0.0
6,7,2,1.1428571428571428
32,14,0,1.3571428571428572
32,14,1,1.3571428571428572
32,14,2,4.5
11,11,0,0.0
11,11,1,0.0
11,11,2,5.821428571428571
13,10,0,0.0
13,10,1,0.0
13,10,2,1.8214285714285714
37,8,0,0.3571428571428571
37,8,1,0.3571428571428571
37,8,2,2.6785714285714284
17,10,0,0.0
17,10,1,0.0
17,10,2,4.5
14,8,0,0.0
14,8,1,0.0
14,8,2,1.8214285714285714
30,11,0,0.5
30,11,1,0.5
30,11,2,6.464285714285714
14,6,0,0.0
14,6,1,0.0
14,6,2,1.8214285714285714
37,5,0,0.0
37,5,1,0.0
37,5,2,2.8214285714285716
28,7,0,0.1785714285714286
28,7,1,0.2857142857142857
28,7,2,2.7857142857142856
24,11,0,0.1428571428571429
24,11,1,0.1428571428571429
24,11,2,5.5
27,8,0,0.1428571428571429
27,8,1,0.3571428571428571
27,8,2,2.142857142857143
21,8,0,0.0
21,8,1,0.0
21,8,2,5.678571428571429
24,12,0,0.3928571428571429
24,12,1,0.5
24,12,2,3.5357142857142856
14,7,0,0.0
14,7,1,0.0
14,7,2,1.7142857142857144
8,7,0,0.0
8,7,1,0.0
8,7,2,2.5714285714285716
18,10,0,0.0
18,10,1,0.0
18,10,2,2.5
12,8,0,0.0
12,8,1,0.0
12,8,2,1.6071428571428572
4,4,0,0.0
4,4,1,0.0
4,4,2,0.8214285714285714
16,9,0,0.0
16,9,1,0.0
16,9,2,3.75
32,15,0,1.3928571428571428
32,15,1,1.3928571428571428
32,15,2,3.5
30,9,0,0.0
30,9,1,0.4642857142857143
30,9,2,3.607142857142857
30,13,0,0.5
30,13,1,0.5
30,13,2,2.5
17,7,0,0.0
17,7,1,0.0
17,7,2,1.8571428571428572
27,10,0,0.25
27,10,1,0.5
27,10,2,3.8214285714285716
18,8,0,0.0
18,8,1,0.0
18,8,2,2.8214285714285716
23,14,0,0.3928571428571429
23,14,1,0.3928571428571429
23,14,2,2.8214285714285716
23,12,0,0.5
23,12,1,0.5
23,12,2,3.7142857142857144
32,18,0,1.5
32,18,1,1.5
32,18,2,6.642857142857143
23,15,0,0.5
23,15,1,0.5
23,15,2,4.821428571428571
33,14,0,1.4285714285714286
33,14,1,1.4285714285714286
33,14,2,2.7142857142857144
29,11,0,0.5
29,11,1,0.5
29,11,2,3.7142857142857144
35,8,0,0.7142857142857143
35,8,1,0.75
35,8,2,2.8214285714285716
31,9,0,0.3571428571428571
31,9,1,0.3571428571428571
31,9,2,5.0
33,7,0,0.0
33,7,1,0.3571428571428571
33,7,2,2.75
25,14,0,0.5
25,14,1,0.5
25,14,2,4.714285714285714
16,11,0,0.0
16,11,1,0.0
16,11,2,3.642857142857143
33,4,0,0.0
33,4,1,0.0
33,4,2,2.8214285714285716
30,3,0,0.0
30,3,1,0.0
30,3,2,3.6785714285714284
9,8,0,0.0
9,8,1,0.0
9,8,2,1.4285714285714286
10,8,0,0.0
10,8,1,0.0
10,8,2,1.7142857142857144
31,4,0,0.0
31,4,1,0.0
31,4,2,2.8214285714285716
37,6,0,0.0
37,6,1,0.0
37,6,2,3.5714285714285716
24,9,0,0.0
24,9,1,0.0
24,9,2,2.7857142857142856
19,10,0,0.0
19,10,1,0.0
19,10,2,2.5
38,4,0,0.0
38,4,1,0.0
38,4,2,1.8214285714285714
40,8,0,0.6428571428571428
40,8,1,0.6428571428571428
40,8,2,3.8214285714285716
36,7,0,0.0357142857142857
36,7,1,0.3928571428571429
36,7,2,4.464285714285714
4,3,0,0.0
4,3,1,0.0
4,3,2,0.8214285714285714
32,7,0,0.0714285714285714
32,7,1,0.2142857142857143
32,7,2,2.7857142857142856
5,4,0,0.0
5,4,1,0.0
5,4,2,1.5357142857142856
31,19,0,1.5
31,19,1,1.5
31,19,2,4.571428571428571
10,11,0,0.0
10,11,1,0.0
10,11,2,4.571428571428571
30,10,0,0.5
30,10,1,0.5
30,10,2,4.821428571428571
22,12,0,0.1428571428571429
22,12,1,0.3571428571428571
22,12,2,3.5714285714285716
4,8,0,0.0
4,8,1,0.0
4,8,2,0.4642857142857143
31,12,0,0.5
31,12,1,0.5
31,12,2,5.714285714285714
24,0,0,0.0
24,0,1,0.0
24,0,2,3.7142857142857144
19,14,0,0.7142857142857143
19,14,1,0.7142857142857143
19,14,2,4.714285714285714
36,14,0,1.3571428571428572
36,14,1,1.3571428571428572
36,14,2,4.821428571428571
13,11,0,0.0
13,11,1,0.0
13,11,2,5.571428571428571
20,13,0,0.4285714285714286
20,13,1,0.5
20,13,2,5.821428571428571
19,11,0,0.0
19,11,1,0.0
19,11,2,3.8214285714285716
35,9,0,0.0
35,9,1,0.0
35,9,2,6.714285714285714
35,11,0,0.7142857142857143
35,11,1,0.7142857142857143
35,11,2,5.714285714285714
6,3,0,0.0
6,3,1,0.0
6,3,2,1.5357142857142856
28,9,0,0.0
28,9,1,0.0
28,9,2,2.7142857142857144
11,7,0,0.0
11,7,1,0.0
11,7,2,1.8214285714285714
4,6,0,0.0
4,6,1,0.0
4,6,2,1.7142857142857144
7,10,0,0.0
7,10,1,0.0
7,10,2,5.428571428571429
33,9,0,0.0
33,9,1,0.0
33,9,2,4.464285714285714
23,8,0,0.0
23,8,1,0.0
23,8,2,4.0
23,11,0,0.0
23,11,1,0.0
23,11,2,3.8214285714285716
29,9,0,0.3571428571428571
29,9,1,0.3571428571428571
29,9,2,3.0
4,5,0,0.0
4,5,1,0.0
4,5,2,0.6785714285714286
32,10,0,0.3214285714285714
32,10,1,0.3214285714285714
32,10,2,2.8214285714285716
39,12,0,1.1785714285714286
39,12,1,1.2857142857142856
39,12,2,6.714285714285714
34,9,0,1.0
34,9,1,1.0
34,9,2,4.785714285714286
24,14,0,0.5
24,14,1,0.5
24,14,2,2.5714285714285716
27,9,0,0.6428571428571428
27,9,1,0.6428571428571428
27,9,2,4.607142857142857
37,10,0,0.3571428571428571
37,10,1,0.4642857142857143
37,10,2,3.4642857142857144
16,8,0,0.0
16,8,1,0.0
16,8,2,6.357142857142857
33,13,0,0.5
33,13,1,0.5
33,13,2,4.392857142857143
9,11,0,0.0714285714285714
9,11,1,0.0714285714285714
9,11,2,4.821428571428571
26,15,0,0.3571428571428571
26,15,1,0.5
26,15,2,5.535714285714286
36,1,0,0.3214285714285714
36,1,1,0.6785714285714286
36,1,2,2.6785714285714284
8,10,0,0.1428571428571429
8,10,1,0.1428571428571429
8,10,2,0.8214285714285714
16,10,0,0.0
16,10,1,0.0
16,10,2,5.714285714285714
8,13,0,0.3928571428571429
8,13,1,0.3928571428571429
8,13,2,5.821428571428571
3,8,0,0.0
3,8,1,0.1428571428571429
3,8,2,0.6071428571428572
38,6,0,0.0
38,6,1,0.0
38,6,2,2.6785714285714284
21,9,0,0.0714285714285714
21,9,1,0.1428571428571429
21,9,2,4.607142857142857
35,12,0,1.3214285714285714
35,12,1,1.3571428571428572
35,12,2,4.821428571428571
12,12,0,0.0
12,12,1,0.1428571428571429
12,12,2,3.8214285714285716
28,14,0,0.5
28,14,1,0.5
28,14,2,6.821428571428571
25,10,0,0.0
25,10,1,0.0714285714285714
25,10,2,4.535714285714286
31,11,0,0.3571428571428571
31,11,1,0.3571428571428571
31,11,2,3.7142857142857144
25,12,0,0.3571428571428571
25,12,1,0.4285714285714286
