linearity,leniency,index,performance
6,6,1,0.0
6,6,2,0.0
6,2,0,0.0
6,2,1,0.0
6,2,2,0.0
6,7,0,0.0
6,7,1,0.0
6,7,2,0.0
13,0,0,0.0
13,0,1,0.0
13,0,2,0.0
14,3,0,0.0
14,3,1,0.0
14,3,2,0.9642857142857143
15,1,0,0.0
15,1,1,0.0
15,1,2,0.0
11,6,0,0.0
11,6,1,0.0
11,6,2,0.0
9,2,0,0.0
9,2,1,0.0
9,2,2,0.0
11,3,0,0.0
11,3,1,0.0
11,3,2,0.0
12,1,0,0.0
12,1,1,0.0
12,1,2,0.0
10,1,0,0.0
10,1,1,0.0
10,1,2,0.9642857142857143
9,3,0,0.0
9,3,1,0.0
9,3,2,0.9642857142857143
4,13,0,0.0
4,13,1,0.0
4,13,2,0.75
4,1,0,0.0
4,1,1,0.0
4,1,2,0.0
8,5,0,0.0
8,5,1,0.0
8,5,2,0.8571428571428572
6,1,0,0.0
6,1,1,0.0
6,1,2,0.0
9,6,0,0.0
9,6,1,0.0
9,6,2,0.0
12,0,0,0.0
12,0,1,0.0
12,0,2,0.0
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
5,6,0,0.0
5,6,1,0.0
5,6,2,0.0
8,3,0,0.0
8,3,1,0.0
8,3,2,0.0
5,0,0,0.0
5,0,1,0.0
5,0,2,0.0
8,2,0,0.0
8,2,1,0.0
8,2,2,0.0
9,4,0,0.0
9,4,1,0.0
9,4,2,0.9642857142857143
0,9,0,0.0
0,9,1,0.0
0,9,2,0.0
7,13,0,0.0
7,13,1,0.0
7,13,2,0.0
2,7,0,0.0
2,7,1,0.0
2,7,2,0.0
8,11,0,0.0
8,11,1,0.0
8,11,2,0.5714285714285714
13,1,0,0.0
13,1,1,0.0
13,1,2,0.0
11,1,0,0.0
11,1,1,0.0
11,1,2,0.0
12,5,0,0.0
12,5,1,0.0
12,5,2,0.0
3,9,0,0.0
3,9,1,0.0
3,9,2,0.0
5,9,0,0.0
5,9,1,0.0
5,9,2,0.0
12,7,0,0.0
12,7,1,0.0
12,7,2,0.0
17,0,0,0.0
17,0,1,0.0
17,0,2,0.9285714285714286
6,9,0,0.0
6,9,1,0.0
6,9,2,0.0
5,16,0,0.0
5,16,1,0.0
5,16,2,0.5
12,3,0,0.0
12,3,1,0.0
12,3,2,0.0
8,9,0,0.0
8,9,1,0.0
8,9,2,0.0
7,8,0,0.0
7,8,1,0.0
7,8,2,0.0
11,8,0,0.0
11,8,1,0.0
11,8,2,0.9642857142857143
8,6,0,0.0
8,6,1,0.0
8,6,2,0.0
4,0,0,0.0
4,0,1,0.0
4,0,2,0.0
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
12,2,0,0.0
12,2,1,0.0
12,2,2,0.0
12,4,0,0.0
12,4,1,0.0
12,4,2,0.0
8,10,0,0.0
8,10,1,0.0
8,10,2,0.4642857142857143
8,0,0,0.0
8,0,1,0.0
8,0,2,0.0
14,4,0,0.0
14,4,1,0.0
14,4,2,0.9642857142857143
9,1,0,0.0
9,1,1,0.0
9,1,2,0.0
4,9,0,0.0
4,9,1,0.0
4,9,2,0.0
2,5,0,0.0
2,5,1,0.0
2,5,2,0.0
11,0,0,0.0
11,0,1,0.0
11,0,2,0.9642857142857143
14,0,0,0.0
14,0,1,0.0
14,0,2,0.0
13,5,0,0.0
13,5,1,0.0
13,5,2,0.0
10,6,0,0.0
10,6,1,0.0
10,6,2,0.0
4,10,0,0.0
4,10,1,0.0
4,10,2,0.0
14,1,0,0.0
14,1,1,0.0
14,1,2,0.0
5,13,0,0.0
5,13,1,0.0
5,13,2,0.0
7,15,0,0.0
7,15,1,0.0
7,15,2,0.0
14,2,0,0.0
14,2,1,0.0
14,2,2,0.0
12,11,0,0.0
12,11,1,0.0
12,11,2,0.9642857142857143
10,0,0,0.0
10,0,1,0.0
10,0,2,0.0
8,13,0,0.0
8,13,1,0.0
8,13,2,0.6428571428571428
13,7,0,0.0
13,7,1,0.0
13,7,2,0.0
2,8,0,0.0
2,8,1,0.0
2,8,2,0.0
10,13,0,0.0
10,13,1,0.9642857142857143
10,13,2,0.4642857142857143
7,9,0,0.0
7,9,1,0.0
7,9,2,0.6785714285714286
15,2,0,0.0
15,2,1,0.0
15,2,2,0.0
3,7,0,0.0
3,7,1,0.0
3,7,2,0.0
5,11,0,0.0
5,11,1,0.0
5,11,2,0.0
5,14,0,0.0
5,14,1,0.0
5,14,2,0.2857142857142857
10,7,0,0.0
10,7,1,0.0
10,7,2,0.0
1,9,0,0.0
1,9,1,0.0
1,9,2,0.0
7,0,0,0.0
7,0,1,0.0
7,0,2,0.0
14,7,0,0.0
14,7,1,0.0
14,7,2,0.0
9,8,0,0.0
9,8,1,0.0
9,8,2,0.0
13,3,0,0.0
13,3,1,0.0
13,3,2,0.9642857142857143
9,10,0,0.0
9,10,1,0.0
9,10,2,0.0
15,8,0,0.0
15,8,1,0.0
15,8,2,0.0
5,10,0,0.0
5,10,1,0.0
5,10,2,0.0
11,13,0,0.0
11,13,1,0.5714285714285714
11,13,2,0.0
12,9,0,0.0
12,9,1,0.0
12,9,2,0.3571428571428571
8,7,0,0.0
8,7,1,0.0
8,7,2,0.0
4,15,0,0.0
4,15,1,0.0
4,15,2,0.0
0,10,0,0.0
0,10,1,0.0
0,10,2,0.0
16,5,0,0.0
16,5,1,0.0
16,5,2,0.0
16,8,0,0.0
16,8,1,0.0
16,8,2,0.0
3,16,0,0.0
3,16,1,0.0
3,16,2,0.75
2,10,0,0.0
2,10,1,0.0
2,10,2,0.0
8,8,0,0.0
8,8,1,0.0
8,8,2,0.0
15,6,0,0.0
15,6,1,0.0
15,6,2,0.9285714285714286
11,5,0,0.0
11,5,1,0.0
11,5,2,0.0
16,1,0,0.0
16,1,1,0.0
16,1,2,0.9642857142857143
15,7,0,0.0
15,7,1,0.0
15,7,2,0.0
6,10,0,0.0
6,10,1,0.0
6,10,2,0.6428571428571428
18,4,0,0.0
18,4,1,0.0
18,4,2,0.9285714285714286
3,12,0,0.0
3,12,1,0.0
3,12,2,0.0
10,8,0,0.0
10,8,1,0.0
10,8,2,0.0
19,11,0,0.0
19,11,1,0.0
19,11,2,0.4642857142857143
18,8,0,0.0
18,8,1,0.0
18,8,2,0.0
12,12,0,0.0
12,12,1,0.6071428571428572
12,12,2,0.2142857142857143
4,11,0,0.0
4,11,1,0.0
4,11,2,0.0
16,0,0,0.0
16,0,1,0.0
16,0,2,0.0
15,4,0,0.0
15,4,1,0.0
15,4,2,0.0
12,10,0,0.0
12,10,1,0.0
12,10,2,0.0
20,12,0,0.3214285714285714
20,12,1,0.4642857142857143
1,7,0,0.0
1,7,1,0.0
1,7,2,0.0
16,7,0,0.0
16,7,1,0.0
16,7,2,0.0
13,6,0,0.0
13,6,1,0.0
13,6,2,0.0
6,18,0,0.0
10,9,0,0.0
10,9,1,0.0
10,9,2,0.0
16,4,0,0.0
16,4,1,0.0
16,4,2,0.0
17,2,0,0.0
17,2,1,0.0
17,2,2,0.9642857142857143
12,8,0,0.0
12,8,1,0.0
12,8,2,0.1071428571428571
3,11,0,0.0
3,11,1,0.0
3,11,2,0.0
13,8,0,0.0
13,8,1,0.0
13,8,2,0.5714285714285714
16,2,0,0.0
16,2,1,0.0
16,2,2,0.0
7,11,0,0.0
7,11,1,0.0
7,11,2,0.0
10,12,0,0.0
10,12,1,0.0
10,12,2,0.75
14,5,0,0.0
14,5,1,0.0
14,5,2,0.9642857142857143
17,5,0,0.0
17,5,1,0.0
17,5,2,0.9285714285714286
8,12,0,0.0
8,12,1,0.0
8,12,2,0.6071428571428572
17,1,0,0.0
17,1,1,0.0
17,1,2,0.9642857142857143
2,11,0,0.0
2,11,1,0.0
2,11,2,0.0
5,15,0,0.0
5,15,1,0.0
5,15,2,0.3214285714285714
14,8,0,0.0
14,8,1,0.0
14,8,2,0.0
13,11,0,0.0
13,11,1,0.0
13,11,2,0.9642857142857143
15,3,0,0.0
15,3,1,0.0
15,3,2,0.9285714285714286
17,4,0,0.0
17,4,1,0.0
17,4,2,0.9285714285714286
9,7,0,0.0
9,7,1,0.0
9,7,2,0.0
10,10,0,0.0
10,10,1,0.0
10,10,2,0.0
16,6,0,0.0
16,6,1,0.0
16,6,2,0.0
17,10,0,0.0
4,16,0,0.0
4,16,1,0.0
4,16,2,0.0
16,3,0,0.0
16,3,1,0.0
16,3,2,0.9642857142857143
2,9,0,0.0
2,9,1,0.0
2,9,2,0.0
17,6,0,0.0
17,6,1,0.0
17,6,2,0.0
19,4,0,0.0
19,4,1,0.0
19,4,2,0.0
12,6,0,0.0
12,6,1,0.0
12,6,2,0.9642857142857143
9,9,0,0.0
9,9,1,0.0
9,9,2,0.9285714285714286
11,9,0,0.0
11,9,1,0.0
11,9,2,0.9642857142857143
4,12,0,0.0
4,12,1,0.0
4,12,2,0.4285714285714286
17,9,0,0.0
17,9,1,0.0
17,9,2,0.0
6,13,0,0.0
6,13,1,0.0
6,13,2,0.6428571428571428
19,2,0,0.0
19,2,1,0.9642857142857143
9,12,0,0.0
9,12,1,0.0
9,12,2,0.9642857142857143
15,5,0,0.0
15,5,1,0.0
15,5,2,0.0
9,11,0,0.0
9,11,1,0.0
9,11,2,0.0
5,12,0,0.0
5,12,1,0.0
5,12,2,0.0
3,19,0,0.0
3,19,1,0.9642857142857143
7,10,0,0.0
7,10,1,0.0
7,10,2,0.0
20,7,0,0.0
20,7,1,0.9642857142857143
19,10,0,0.0
19,10,1,0.4285714285714286
18,0,0,0.0
18,0,1,0.0
18,0,2,0.9642857142857143
21,12,0,0.3571428571428571
12,14,0,0.5357142857142857
6,16,0,0.0
6,16,1,0.0
6,16,2,0.2142857142857143
8,14,0,0.0
8,14,1,0.0
8,14,2,0.3214285714285714
15,12,0,0.0
4,17,0,0.0
21,9,0,0.0
3,18,0,0.0
3,18,1,0.2142857142857143
3,18,2,0.6428571428571428
10,11,0,0.0
10,11,1,0.0
10,11,2,0.5357142857142857
6,19,0,0.5
11,11,0,0.0
11,11,1,0.0
11,11,2,0.0
2,12,0,0.0
2,12,1,0.0
2,12,2,0.0
14,12,0,0.0
14,12,1,0.0
14,12,2,0.0
3,13,0,0.0
3,13,1,0.0
3,13,2,0.0
21,10,0,0.0
21,10,1,0.3571428571428571
7,16,0,0.1428571428571429
7,16,1,0.3571428571428571
7,16,2,0.5357142857142857
8,15,0,0.0
8,15,1,0.4642857142857143
9,13,0,0.0
9,13,1,0.0
9,13,2,0.0
18,11,0,0.0
18,11,1,0.0
2,15,0,0.3928571428571429
2,15,1,0.9642857142857143
19,9,0,0.0
19,9,1,0.5
19,9,2,0.9642857142857143
14,6,0,0.0
14,6,1,0.0
14,6,2,0.9642857142857143
6,14,0,0.0
6,14,1,0.0
6,14,2,0.0
13,9,0,0.0
13,9,1,0.0
13,9,2,0.0
19,5,0,0.0
19,5,1,0.0
1,10,0,0.0
1,10,1,0.0
1,10,2,0.0
0,13,0,0.0
0,13,1,0.1071428571428571
13,10,0,0.0
13,10,1,0.5357142857142857
13,10,2,0.0
19,8,0,0.0
19,8,1,0.0
17,3,0,0.0
17,3,1,0.0
17,3,2,0.0
2,14,0,0.0
2,14,1,0.0
2,14,2,0.0
21,7,0,0.9285714285714286
14,10,0,0.0
14,10,1,0.0
14,10,2,0.6785714285714286
15,10,0,0.0
15,10,1,0.0
15,10,2,0.0
6,15,0,0.0
6,15,1,0.0
6,15,2,0.0
11,10,0,0.0
11,10,1,0.0
11,10,2,0.9642857142857143
3,15,0,0.0
3,15,1,0.0
3,15,2,0.0
19,1,0,0.9642857142857143
18,2,0,0.9285714285714286
18,2,1,0.9642857142857143
18,2,2,0.9642857142857143
0,11,0,0.0
0,11,1,0.0
0,11,2,0.0
16,11,0,0.25
16,11,1,0.2857142857142857
20,8,0,0.0
20,8,1,0.0
20,8,2,0.0
4,14,0,0.0
4,14,1,0.0
4,14,2,0.6071428571428572
16,12,0,0.5
16,12,1,0.9642857142857143
17,7,0,0.0
17,7,1,0.0
17,7,2,0.0
13,13,0,0.0
13,12,0,0.0
20,11,0,0.0
20,11,1,0.0
3,20,0,0.0
3,20,1,0.75
16,9,0,0.0
7,14,0,0.0
7,14,1,0.0
7,14,2,0.5357142857142857
2,20,0,0.0
2,20,1,0.75
2,20,2,0.75
21,5,0,0.9642857142857143
1,11,0,0.0
1,11,1,0.0
1,11,2,0.0
17,8,0,0.0
17,8,1,0.0
17,8,2,0.0
18,9,0,0.4642857142857143
18,9,1,0.4642857142857143
17,12,0,0.0
10,16,0,0.5714285714285714
18,3,0,0.0
18,3,1,0.9642857142857143
18,3,2,0.9642857142857143
16,10,0,0.0
16,10,1,0.0
16,10,2,0.0
1,12,0,0.0
1,12,1,0.0
1,12,2,0.0
10,14,0,0.9642857142857143
11,12,0,0.0
11,12,1,0.0
11,12,2,0.9642857142857143
0,12,0,0.0
0,12,1,0.0
0,12,2,0.0
3,17,0,0.0
3,17,1,0.0
22,11,0,0.0
22,11,1,0.2857142857142857
21,8,0,0.0
21,8,1,0.0
4,20,0,0.0
4,20,1,0.0
4,18,0,0.0
4,18,1,0.4642857142857143
19,0,0,0.0
19,0,1,0.0
19,0,2,0.9642857142857143
18,1,0,0.0
18,1,1,0.0
18,1,2,0.9642857142857143
14,11,0,0.0
14,11,1,0.0
18,6,0,0.0
18,6,1,0.0
18,6,2,0.0
17,11,0,0.0
15,9,0,0.0
2,17,0,0.4642857142857143
19,3,0,0.9642857142857143
19,6,0,0.0
20,9,0,0.25
18,12,0,0.0
6,17,0,0.5
2,18,0,0.0
12,13,0,0.0
16,16,0,0.0
19,7,0,0.0
19,7,1,0.9285714285714286
22,10,0,0.0
9,15,0,0.5714285714285714
7,18,0,0.5357142857142857
21,0,0,0.0
5,18,0,0.1428571428571429
9,14,0,0.0
9,14,1,0.6428571428571428
18,7,0,0.9642857142857143
20,10,0,0.0
